"","author","date","source","text","year","linked_progress","linked_hurt"
"11","",1968-11-20,"Oakland Post (1968-1981)"," November 17th marked the 25th wedding anniversary of Mr. and Mrs. William T. Thompson, Jr. of Berkeley. The couple were married in Oakland in 1943.Two hundred fifty guests attended the celebration at the Twentieth Century Clubhouse in Berkeley. The Rev. J. Russell Brown of First A.M.E. Church of Oakland officiated as the couple restated their vows.Their thirteen-year-old son William III, stood in the receiving line with his parents as the guests greeted the radiant couple.Mrs. Thompson chose a turquoise gown trimmed with silver for the occasion.Lovely bronze, yellow and green chrysanthemums tied with silver bows decorated the room, and champagne and finger food were served, as soft music played in the background by James Schmidt a University of California student.Mrs. Thompson, the former Elsye Jeanette Beavers, is a graduate of Philander Smith College in Little Rock, Ark., and works as a dietician at the University of California. She is a member of the Star of the East 48 O.E.S.Mr. Thompson is a government employee active in Prince Hall Fraternal Circles. He is Past Master of Fred C. Brooks No. 6 Masonic Lodge, and a member of Victoria Consistory 29 and Menlik Temple 36.Hostesses at the anniversary celebration included Mesdames Claree Blanchard, DeWitt Buckingham, James Edwards, William D. Martin, Robert Green, Jay Jackson, Loyd Jones, Edward Shields, McAdoo E. Williams, Percy Jackson and Joshua Theriot of the East Bay.Junior host and hostesses who passed out thank you favors were Freddie Buckingham, Sheree Blanchard, Jaren Jones, Gregory and Juana LeProtti, Kennette Towles, Gregory Theriot, Phyllis Wherry and Deirdre Williams.Out of town guests who attended were Mrs. Lottie Green of Little Rock, and Mrs. Myra Griffin of Kansas City, Mo., sisters of Mr. Thompson, and Messrs. Stephen Smith Murrell and Billie Charles Mitchell, other relatives.Photo (Mr. and Mrs. William Taft Thompson, Jr. celebrate 25th wedding anniversary.)","1968",0,0
"12","",1968-12-04,"Oakland Post (1968-1981)"," Exceptional leadership potential has earned a San Francisco Marine Corps recruiter a meritorious commission to second lieutenant.Paul L. Frederick, 34, of 1565 Pershing Drive, Presido of San Francisco, was promoted last month in ceremonies at the 12th Marine Corps District Headquarters in San Francisco.A veteran of 16 years service, Frederick has been serving the Bay Area for three years as the chief recruiter for the San Francisco Marine Corps Recruiting Sub-station.Frederick enlisted in the Marine Corps in Plainfield, N. J. in 1952. He has served on both coasts of the United States, and in Korea, Okinawa and Hawaii.A master sergeant prior to the ceremony, he was promoted under a Marine Corps program which provides for a commission to outstanding non-commissioned officers with exceptional leadership ability.He is married to the former Miss Catherine Brown, of San Diego. They have two boys, 9 and six.Prior to his assignment as a recruiter he served as a specialist in logistics at duty stations throughout the world.","1968",0,0
"13","",1968-10-16,"Oakland Post (1968-1981)"," Robert L. Dixon, recently appointed Special Markets Representative for the Pepsi-Cola Company's Western Division, has been named supervisor of the company's new ""Earn and Learn"" program in the West.Dixon, who joined the soft drink firm in May, will coordinate the project with 103 independent franchised bottlers in 13 western states.""Earn and Learn"" is an educational project aimed at providing business experience for high school students. Students will be trained in the principles of marketing and encouraged to establish their own enterprises.The program, though similar to ""Junior Achievement"" in philosophy, differs in application by providing ambitious student groups with identification with one of the nation's largest companies.In addition to supervising the ""Earn and Learn"" program, Dixon will assist in the creation and development of specialized advertising and promotional materials for the Negro, Spanish language and Indian markets.","1968",1,0
"14","",1968-12-28,"Sun Reporter (1968-1979)"," A 53-year-old man was fatally gunned down by a single blast from a shotgun held in the hands of a man with whom he had quarreled over damages to the victim's car, which he had let the suspect use. Dead from the blast, which literally blew off the top of his head, is Benjamin Holmes of 1250 Eddy St. Holmes was shot by Eugene Rogers, 23, of 1692 Grove St., as Holmes was leaving the suspect's home following an argument between the pair.According to homicide inspector John Kane, Rogers borrowed an automobile owned by Holmes early Monday evening. Rogers was in a traffic accident while driving the car at Polk and Market Sts. Rogers sustained some minor injuries, and after receiving treatment at an emergency hospital returned to his home.Holmes and his brother Laurence came by the Rogers home to find his car. The two men argued, then got into a short wrestling match. The Holmes brother turned to leave the house and Rogers came after them with a shotgun.As the brothers were leaving the house, Rogers aimed the gun out of a window and fired. The pellets struck Holmes in the head and he fell to the ground. Rogers ran to the roof of his home, dismantled the gun and threw the parts away.Rogers told police that Holmes had drawn a gun on him during the argument; this was denied by Laurence Holmes. A .22 caliber pistol was found between the legs of the dead man according to police. Rogers was booked at City Prison on suspicion of murder.","1968",0,0
"15","",1968-12-21,"Sun Reporter (1968-1979)"," SWEET POTATO SOUFFLE2 cups mashed sweet potatoes1/2 cup beer1/4 cup heavy cream4 tbsp. melted butter4 egg yolks1/2 tap. salt1/3 tsp. nutmeg2 tsp. grated orange rind4 egg whites, stiffly beatenPreheat oven to 400 degrees. Beat potatoes, beer, cream, butter, yolks, salt, nutmeg and orange rind until fluffy. Fold in egg whites. Turn into buttered 1 1/2-qt. souffle dish. Bake 25 minutes, or until browned and set. Serve at once. Serves 6.GLAZED ONIONS3 tbsp. butter or margarine3 tbsp. brown sugar3 tbsp. beer1 1/2 lb. small white onions, cooked and drainedMelt butter in skillet, stir in sugar, beer. Add drained onions, cook uncovered, turning often, until onions are heated and glazed. Serves 6-8.INDIVIDUAL MINCEMEAT PIES4 pkgs. (9 oz.) concentrated mincemeat3 1/4 cups beer1 cup chopped nuts1 pkg. flaky-type pie crust mix1 cup grated sharp cheeseBreak mincemeat into pieces. Add 3 cups beer, cook until thickened. Add nuts. Fill 12 custard cups. Prepare pie crust adding cheese to dry mix and using 1/4 cup beer for water. Place slashed rounds of crust over cups. Bake 425 degrees for 25 minutes.HOLIDAY HARD SAUCE1/4 lb. sweet butter1/4 cup sugar3 tbsp. beerCream butter, sugar together. Blend in beer. Chill. Serve with mince or apple pie or plum pudding. Makes 2/3 cup.SECOND-DAY TURKEY CASSEROLE2 cups cooked dressing2 cups pieces or slices of turkey1/2 cup beer1 can (10-3/4 oz.) chicken gravyPlace dressing in greased casserole, top with meat. Blend beer and gravy, pour over turkey. Bake covered 350 degrees 30 minutes.","1968",0,0
"16","",1968-11-23,"Sun Reporter (1968-1979)"," Two old friends got into an argument over a mutual lady friend and before the argument ended, one of them received a serious knife wound of the abdomen from a butcher knife, and had to be taken to Mission Emergency Hospital for surgery.Treated at the hospital was Lazares Jones, 48, of 175 Third St., who was found by police lying in a pool of blood at Ninth and Howard Sts. Police quickly called an ambulance and conveyed the stricken victim to the hospital.Jones told the police that he had been to visit his friend of long standing Andrew Knox, 49, of 272 Ninth St., earlier, and the two had got into an argument over a mutual lady friend whom the victim did not identify.Knox became enraged during the argument. The suspect picked up a butcher knife and plunged it into the stomach of the victim. Jones ran out of the house and collapsed on the street, where police found him.Police went to the Knox home but found no one there. The police found a butcher knife.","1968",0,0
"17","",1968-09-25,"Oakland Post (1968-1981)"," She sits in front of a stack of paper; sometimes it is organized and sometimes not, but it is almost always profuse.Berkeley resident Mrs. Essie Turner thinks that the federal government offers a good chance for women to advance. Mrs. Turner began working for the government as an IBM keypunch operator in 1956 and is now a supervisory computer technician, recently promoted from a computer operator, at the Defense Contract Administration Service San Francisco Region Headquarters in Burlingame.Mrs. Turner talks about her job. ""I just live it. I like to feel that I'm really a part of the business."" And a business it is. The San Francisco Defense Contract Administration Services Region administers contracts throughout 9 western states for the Army, Navy, Air Force, Defense Supply Agency, and NASA. Created in 1965 to coordinate contract activities, it is saving money by eliminating duplication of effort.Mrs. Turner is chief of the office which schedules and controls the sequence of large volume programs to be processed by the computer, providing technical support to insure maximum use of computer capability. Her office is the first and the last to process checks.Mrs. Turner has attended IBM school, programer training courses, and night school in Berkeley. Her entire family is involved in public service, with her husband working for a redevelopment agency in Oakland and her daughter for the Alameda County Comptroller.Like many employees at Contract Administration in Burlingame, Mrs. Turner is a commuter and beats a path between Berkeley and Burlingame. She lives in Berkeley, works by the San Francisco International Airport, and shops in El Cerrito.","1968",1,0
"18","",1968-10-30,"Oakland Post (1968-1981)"," ""Slow Dance on The Killpng Ground"" is the Diablo Valley college drama department's first play of the Fall season.The William Hanley play revolves around three characters who act out their roles on a single stage set. Actors are out-numbered 7-to-one by the production crew.Rosie, the pregnant college girl is played by Carol Lee Learner, of Danville; Mr. Glas, the German refugee and Brooklyn store owner is portrayed by Gerald Kogan, of Berkeley and Randall, Negro youth on the run from the police, is played by William Nason, of Pittsburg. The play derives its power from character development, rather than incidents or situations. The ""Killing Ground"" is contemporary society, and the three, all potential killers, but each having some comfort and reassurance to give the others, affirming the humanity in men, find temporary refuge in Mr. Glas' store.The author, product of New York public schools and a year at Cornell university, started writing plays in 1957, and his first production appeared off Broadway in 1962. He made his Broadway debut with ""Slow Dance on The Killing Ground.""The DVD production will play in the Viking Theater on October 30, 31, and November 1 and 2.","1968",0,1
"19","",1968-10-23,"Oakland Post (1968-1981)"," Looking for a job?A Job-Finding Workshop has begun at 1477 Fruitvale in Oakland, for unemployed persons looking for jobs and employed persons looking for better jobs.The workshop will meet Tuesdays and Thursdays from 9 a.m. to noon.Instruction will include how to pass tests for industrial, clerical, sales and government jobs, paying from $2.50 to $3.50 to start.Discussion will involve where the jobs are, how to make the right impression, how to utilize job applications, and what employers expect.Sponsored by the Adult Minority Employment Office at 1470 Fruitvale Ave., the workshop is being held at the Fruitvale Community Development Center of the Laney College Inner City Project.Interested persons may call the minority employment office at 536-9685, or the community development center, 532-5500, to enroll. Enrollment will be continued throughout the workshop.","1968",1,0
"20","",1968-11-23,"Sun Reporter (1968-1979)"," Funeral services for Mrs. Mary Breda were held Friday, Nov. 22 at 11 a.m. from the Paradise Baptist Church, 2595 San Jose Ave. Rev. Ray Howard, the pastor, officiated.Mrs. Breda, a native of Louisiana, was born to the family of Elijah and Rosiette Brooks, August 9, 1896, in the town of Natchitoches. She passed away Saturday, Nov. 16. In 1944 Mr. and Mrs. Lester Breda and their sons came to live in San Francisco. Here, Mrs. Breda served the Christian faith at the Paradise Baptist Church. Until she became ill, she was an active member of the Senior Choir where she loved to serve.Those left to mourn her passing are her husband Lester, two sons, Leo and Leon Breda; three sisters, Viola and Beatrice Brooks and Mrs. Essie Sims; four brothers, Leander, William, Jessie, and Elijah Jr.; other relatives and friends.Interment was at Cypress Lawn. The Bayview Mortuary had charged of the arrangements.Photo (MRS. MARY BREDA)","1968",0,0
"21","",1968-10-30,"Oakland Post (1968-1981)"," American Negroes have produced significantly in artistic realms since colonial times, according to an article in the current issue of the Humble Way, quarterly publication of Humble Oil and Refining Company.Men and women of African descent provided many talents and highly valued skills necessary to the economic life and general social well-being of the colonies and the new nation. Among these craftsmen were cabinet makers, weavers, coopers, pewter-, gold-, and silversmiths, and workers in wrought iron.Antedating the advent of photography and making up for the lack of trained artists, many sign and house painters took to painting the portraits of eager sitters, the article points out. Joshua Johnston, noted for his portraits of well-to-do Maryland families, is the best known Negro painter of this early period.The nineteenth century brought an interesting group of Negro artists, according to the author of the article, Carroll Greene Jr., of the Frederick Douglass Institute in Washington, D.C. These artists were a hardy lot, faced with formidable barriers of cultural provincialism, race prejudice and the usual economic uncertainties that plague artists, Greene says. But through the generosity of patrons or abolitionist groups, many of these black artists were able to join white compatriots in studying abroad -- which was considered a necessity for serious artists.Robert S. Duncanson (1817-1872) was one of many black artists who was aided by the support of patrons. Duncanson was commissioned by Nicholas Longworth and other prominent citizens of his native Cincinnati to paint portriats and landscapes. His traits and landscapes. His paintings still adorn the Longworth mansion, now the Taft Museum.Duncanson traveled in Europe with the help of an abolitionist award and received the patronage of the Duchess of Sutherland and the Duchess of Sussex.A prominent artist who did not travel but won considerable praise as a regional painter was Edward Mitchell Bannister (1828-1901) of Providence, Rhode Island. The nineteenth century also produced Edmonia Lewis (ca. 1842 - ca. 1890), a well-known Negro sculptor who studied in the United States before traveling to Rome.Near the turn of the century, Henry O. Tanner (1859-1937) emerged as an outstanding artist of international acclaim, according to the magazine. Tanner received the Legion of Honor from the French government and eventually became absorbed in painting Biblical themes.The New Negro Movement, sometimes called the Negro Renaissance, came with the 1920s. This was a period of great social and intellectual ferment in which black communities produced dozens of literary-artistic magazines. For the first time in American history, a cultural racialism developed among Negroes and through the efforts of Negro scholar - aesthete, Dr. Alain L. Locke, a new appreciation of Africa and the ""ancestral arts"" was generated in the black literary-artistic community, the article points out.This spirit of cultural racialism was summarized by Negro poet Langston Hughes: ""We younger Negro artists intend to express our individual dark skinned selves without fear or shame.""","1968",1,0
"22","",1968-11-13,"Oakland Post (1968-1981)"," The San Francisco Redevelopment Agency and Bayview-Hunters Point Joint Housing Committee today announced acceptance of a $150,000 gift from Our Youth Foundation, a non-profit California corporation for the Martin Luther King Nursery and Child Center in the Hunters Point redevelopment area.The gift results from a meeting with representatives of Our Youth Foundation and the Bayview-Hunters Point community last April to discuss the idea of a nursery school. The gift was offered with the understanding that the San Francisco Redevelopment Agency will ""make arrangements with other public agencies or with private non-profit agencies as may be appropriate to ensure the construction and operation of the nursery school.""The school is to serve a maximum of 50 children.","1968",1,0
